date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:44	917/917	---M--	503	error ('Service%20Unavailable')	text/html		http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/Aniso-Multipole.tar.gz	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/Aniso-Multipole.tar.gz	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:37:46	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:38:17%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=S;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/indexbfec.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:37:48	3208/3208	---M-Z	200	added ('OK')	text/plain	etag:%22c88-4d87d07fb3efa-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:38:13	241363/241363	---M--	200	added ('OK')	application/pdf	etag:%223aed3-4d87d0592f95b%22	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/Yin_Barnett_Cai_MSMSE_preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/Yin_Barnett_Cai_MSMSE_preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:38:14	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:38:46%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=D;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/index30b5.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:38:48	336994/336994	---M--	200	added ('OK')	application/pdf	etag:%2252462-4d87d07fb3efa%22	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/Yin_FMM_MSMSE_preprint.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/Yin_FMM_MSMSE_preprint.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:39:48	327953/327953	---M--	200	added ('OK')	application/zip	etag:%2250111-571aedf711013%22	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/Eshelby-inclusion-codes.zip	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/Eshelby-inclusion-codes.zip	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:39:52	2744/2744	---M-Z	200	added ('OK')	text/plain	etag:%22ab8-571aeda670616-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/README.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/README.txt	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:39:54	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:25%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/index.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/)
10:39:55	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:27%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:39:56	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:28%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=M;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexf8a0.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:39:57	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:29%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=S;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexbfec.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:39:58	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:30%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=D;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/index30b5.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/)
10:39:59	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:31%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:00	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:32%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=M;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/indexf8a0.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:02	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:33%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=S;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/indexbfec.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:04	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:35%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=D;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/index30b5.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/)
10:40:06	2443098/2443098	---M--	200	added ('OK')	application/pdf	etag:%2225475a-4d87d0840c3d9%22	http://micro.stanford.edu/~caiwei/papers/Ryu_Cai_Caro_Entangle_v11.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/papers/Ryu_Cai_Caro_Entangle_v11.pdf	(from http://micro.stanford.edu/~caiwei/Forum/)
10:40:06	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:37%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:08	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:39%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=M;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexf8a0.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:08	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:39%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=S;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexbfec.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:10	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:41%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=D;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/index30b5.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:10	1656/1656	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:41%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=N;O=D)
10:40:12	1656/1656	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:43%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=M;O=A)
10:40:12	1656/1656	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:43%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=S;O=A)
10:40:14	1656/1656	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:45%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-04-18-NSDD/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-04-18-NSDD/?C=D;O=A)
10:40:14	2939/2939	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:45%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=N;O=D)
10:40:16	2939/2939	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:47%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=M;O=A)
10:40:16	2939/2939	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:47%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=S;O=A)
10:40:18	2939/2939	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:49%20GMT	http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2005-12-05-DDLab/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2005-12-05-DDLab/?C=D;O=A)
10:40:18	956/956	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:49%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=N;O=D)
10:40:20	956/956	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:51%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=M;O=A)
10:40:20	956/956	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:51%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=S;O=A)
10:40:21	956/956	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:53%20GMT	http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2006-05-03-VarCalc/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2006-05-03-VarCalc/?C=D;O=A)
10:40:21	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:53%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=N;O=D)
10:40:22	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:54%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=M;O=A)
10:40:22	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:54%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=S;O=A)
10:40:23	780106/780106	---M--	200	added ('OK')	application/pdf	etag:%22be74a-571aef12e5288%22	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/Barnett_Cai_JMPS_2018_Eshelby_tensor.pdf	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/Barnett_Cai_JMPS_2018_Eshelby_tensor.pdf	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/)
10:40:23	1571/1571	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:55%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/?C=D;O=A)
10:40:24	22257/22257	---M-Z	200	added ('OK')	text/plain	etag:%2256f1-4d87d059366bb-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/cgr7.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/cgr7.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:24	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:56%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=N;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/indexc052.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:24	245/245	---M--	200	added ('OK')	image/gif	etag:%22f5-3e9564c23b600%22	http://micro.stanford.edu/icons/unknown.gif	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/icons/unknown.gif	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:25	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:57%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=M;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/indexf8a0.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:26	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:58%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=D;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/index30b5.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:26	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:40:58%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=S;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/indexbfec.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:27	262/262	---M--	200	added ('OK')	text/html	etag:%22106-4d87d059366bb%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/makefile	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/makefile.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:29	14815/14815	---M-Z	200	added ('OK')	text/plain	etag:%2239df-4d87d0593571b-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/optdecomp.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/optdecomp.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:30	1970/1970	---M-Z	200	added ('OK')	text/plain	etag:%227b2-4d87d0593571b-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/readme.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/readme.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:30	3288/3288	---M-Z	200	added ('OK')	text/plain	etag:%22cd8-4d87d059366bb-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/testlapack.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/testlapack.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:32	9928/9928	---M-Z	200	added ('OK')	text/plain	etag:%2226c8-4d87d059366bb-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/util.c.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/util.c.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:32	1192/1192	---M-Z	200	added ('OK')	text/plain	etag:%224a8-4d87d059366bb-gzip%22	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/util.h.txt	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/util.h.txt	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/)
10:40:34	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:05%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=N;O=D)
10:40:34	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:05%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=M;O=A)
10:40:34	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:06%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=S;O=A)
10:40:34	1384/1384	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:07%20GMT	http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2010-04-12-Aniso/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2010-04-12-Aniso/?C=D;O=A)
10:40:36	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:08%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=M;O=A)
10:40:36	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:08%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=N;O=D)
10:40:36	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:08%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=S;O=A)
10:40:37	1396/1396	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:09%20GMT	http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2012-04-03-Multipole/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2012-04-03-Multipole/?C=D;O=A)
10:40:37	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:09%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=N;O=D)
10:40:37	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:09%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=M;O=A)
10:40:38	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:10%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=S;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/index5851.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=S;O=A)
10:40:38	1444/1444	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:10%20GMT	http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=D;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2018-02-09-Eshelby-Tensor/indexad3f.html	(from http://micro.stanford.edu/~caiwei/Forum/2018-02-09-Eshelby-Tensor/?C=D;O=A)
10:40:38	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:10%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=N;O=A	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/indexb70a.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=N;O=D)
10:40:39	2181/2181	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Sep%202019%2002:41:11%20GMT	http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=M;O=D	/home/zhangjiayong/websites/caiweiForum/micro.stanford.edu/_caiwei/Forum/2008-07-18-Entangle/Entangle/index72c9.html	(from http://micro.stanford.edu/~caiwei/Forum/2008-07-18-Entangle/Entangle/?C=M;O=A)
